dy;wbc;miny;minx;im;maxx;maxy;r;dx;;;;
122;ne;845;1122;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\103.bmp;1248;967;19.0;126;;;;
101;mo;41;1141;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\104.bmp;1238;142;19.0;97;;;;
111;eo;585;557;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\105.bmp;668;696;19.0;111;;;;
112;ne;640;351;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\105.bmp;461;752;19.0;110;;;;
105;mo;579;629;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\106.bmp;737;684;25.0;108;;;;
104;mo;689;1042;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\106.bmp;1147;793;25.0;105;;;;
126;mo;651;472;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\107.bmp;610;777;25.0;138;;;;
117;ne;196;999;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\108.bmp;1117;313;25.0;118;;;;
99;mo;229;755;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\109.bmp;852;328;25.0;97;;;;
126;eo;130;274;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\11.bmp;400;256;19.0;126;;;;
152;ne;603;1067;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\11.bmp;1202;755;19.0;135;;;;
129;ne;256;1037;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\110.bmp;1154;385;25.0;117;;;;
118;ne;248;910;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\111.bmp;1030;366;25.0;120;;;;
137;ne;647;130;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\112.bmp;267;784;25.0;137;;;;
107;ne;326;1163;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\112.bmp;1271;433;25.0;108;;;;
121;ne;441;822;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\113.bmp;937;562;25.0;115;;;;
104;mo;306;849;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\114.bmp;952;410;27.0;103;;;;
130;ne;371;722;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\115.bmp;851;501;27.0;129;;;;
110;ne;57;644;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\116.bmp;752;167;25.0;108;;;;
116;ne;651;192;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\117.bmp;313;767;25.0;121;;;;
112;ne;580;309;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\118.bmp;417;692;25.0;108;;;;
91;mo;489;470;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\119.bmp;555;580;27.0;85;;;;
109;mo;399;760;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\12.bmp;862;508;19.0;102;;;;
105;mo;539;657;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\12.bmp;766;644;19.0;109;;;;
125;bne;727;179;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\12.bmp;281;852;19.0;102;;;;
109;ne;170;163;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\120.bmp;265;279;27.0;102;;;;
110;ne;35;921;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\121.bmp;1027;145;19.0;106;;;;
112;ne;656;496;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\122.bmp;609;768;19.0;113;;;;
65;target cell;495;386;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\122.bmp;446;560;19.0;60;;;;
109;eo;7;859;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\123.bmp;968;116;25.0;109;;;;
115;ne;507;108;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\124.bmp;221;622;25.0;113;;;;
63;ly;958;86;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\124.bmp;162;1021;25.0;76;;;;
114;ne;899;1;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\124.bmp;57;1013;25.0;56;;;;
130;ne;534;691;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\125.bmp;813;664;25.0;122;;;;
123;ne;613;862;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\126.bmp;982;736;25.0;120;;;;
109;ne;7;974;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\127.bmp;1087;116;25.0;113;;;;
105;rly;369;723;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\128.bmp;829;474;25.0;106;;;;
83;ne;940;454;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\128.bmp;582;1023;25.0;128;;;;
138;mo;431;937;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\129.bmp;1083;569;25.0;146;;;;
75;ly;637;196;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\13.bmp;268;712;19.0;72;;;;
110;ne;150;821;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\130.bmp;932;260;25.0;111;;;;
88;ly;691;528;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\131.bmp;633;779;27.0;105;;;;
93;ly;577;412;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\132.bmp;517;670;25.0;105;;;;
101;ne;597;595;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\133.bmp;702;698;27.0;107;;;;
114;rly;207;316;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\134.bmp;427;321;19.0;111;;;;
108;ne;99;193;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\135.bmp;310;207;25.0;117;;;;
118;ne;530;374;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\136.bmp;487;648;27.0;113;;;;
85;ly;265;623;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\137.bmp;702;350;25.0;79;;;;
138;ne;389;644;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\137.bmp;773;527;25.0;129;;;;
119;ne;294;1006;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\138.bmp;1126;413;25.0;120;;;;
119;ne;149;670;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\139.bmp;787;268;25.0;117;;;;
66;target cell;116;579;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\139.bmp;639;182;25.0;60;;;;
120;mo;207;770;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\14.bmp;895;327;19.0;125;;;;
119;ne;259;922;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\140.bmp;1045;378;25.0;123;;;;
92;ly;285;827;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\141.bmp;920;377;25.0;93;;;;
122;ne;418;826;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\142.bmp;942;540;19.0;116;;;;
91;ly;232;960;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\143.bmp;1058;323;25.0;98;;;;
127;mo;322;907;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\144.bmp;1029;449;25.0;122;;;;
114;ne;334;362;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\145.bmp;478;448;27.0;116;;;;
121;ne;574;546;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\146.bmp;663;695;27.0;117;;;;
98;ne;210;537;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\147.bmp;646;308;27.0;109;;;;
118;ne;345;284;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\148.bmp;412;463;27.0;128;;;;
108;un;571;356;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\149.bmp;464;679;27.0;108;;;;
132;ne;249;407;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\15.bmp;526;381;19.0;119;;;;
91;ly;230;581;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\15.bmp;658;321;19.0;77;;;;
111;mo;580;1132;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\15.bmp;1244;691;19.0;112;;;;
119;un;716;169;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\150.bmp;277;835;19.0;108;;;;
104;mo;611;422;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\150.bmp;522;715;19.0;100;;;;
113;ne;413;424;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\151.bmp;533;526;25.0;109;;;;
106;ne;629;487;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\152.bmp;591;735;25.0;104;;;;
111;ne;230;305;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\153.bmp;419;341;25.0;114;;;;
113;ne;278;660;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\154.bmp;768;391;19.0;108;;;;
77;ly;812;1077;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\154.bmp;1152;889;19.0;75;;;;
119;ne;295;986;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\155.bmp;1107;414;25.0;121;;;;
117;ne;653;468;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\156.bmp;584;770;25.0;116;;;;
96;ly;623;858;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\157.bmp;949;719;25.0;91;;;;
115;ne;323;941;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\158.bmp;1057;438;25.0;116;;;;
81;ly;267;444;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\159.bmp;524;348;25.0;80;;;;
131;mo;81;1013;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\159.bmp;1142;212;25.0;129;;;;
78;ly;521;523;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\16.bmp;589;599;19.0;66;;;;
119;eo;53;731;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\160.bmp;844;172;25.0;113;;;;
114;ne;538;1139;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\160.bmp;1252;652;25.0;113;;;;
123;ne;283;931;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\161.bmp;1055;406;25.0;124;;;;
93;rly;177;912;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\162.bmp;1027;270;27.0;115;;;;
110;ne;33;1013;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\163.bmp;1118;143;25.0;105;;;;
99;rly;583;540;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\164.bmp;633;682;25.0;93;;;;
133;ne;301;318;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\165.bmp;448;434;27.0;130;;;;
124;bne;340;262;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\166.bmp;384;464;27.0;122;;;;
110;mo;70;149;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\167.bmp;258;180;27.0;109;;;;
79;ly;136;262;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\168.bmp;348;215;25.0;86;;;;
73;rly;663;1014;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\168.bmp;1091;736;25.0;77;;;;
105;ne;521;500;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\169.bmp;605;626;27.0;105;;;;
115;ne;434;590;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\17.bmp;695;549;19.0;105;;;;
130;eo;274;837;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\17.bmp;955;404;19.0;118;;;;
73;ly;691;620;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\170.bmp;692;764;25.0;72;;;;
85;ly;558;587;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\171.bmp;677;643;25.0;90;;;;
122;ne;531;579;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\172.bmp;696;653;25.0;117;;;;
112;ne;842;223;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\173.bmp;335;954;25.0;112;;;;
111;ne;707;687;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\173.bmp;802;818;25.0;115;;;;
112;mo;630;574;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\173.bmp;679;742;25.0;105;;;;
74;ly;549;410;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\174.bmp;485;623;25.0;75;;;;
106;rly;388;587;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\175.bmp;703;494;25.0;116;;;;
148;mo;639;656;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\176.bmp;790;787;25.0;134;;;;
116;ne;451;980;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\177.bmp;1104;567;27.0;124;;;;
103;rly;377;768;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\178.bmp;875;480;27.0;107;;;;
105;mo;419;831;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\179.bmp;943;524;27.0;112;;;;
102;mo;463;1103;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\18.bmp;1206;565;19.0;103;;;;
109;ne;585;263;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\180.bmp;375;694;25.0;112;;;;
106;mo;519;35;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\181.bmp;133;625;25.0;98;;;;
117;ne;38;227;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\182.bmp;350;155;27.0;123;;;;
108;ne;624;173;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\183.bmp;288;732;27.0;115;;;;
111;ne;115;183;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\184.bmp;294;226;27.0;111;;;;
117;ne;100;278;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\185.bmp;388;217;25.0;110;;;;
109;ne;126;850;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\186.bmp;960;235;27.0;110;;;;
110;ne;185;966;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\187.bmp;1074;295;25.0;108;;;;
102;rly;415;214;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\188.bmp;309;517;19.0;95;;;;
107;rly;577;997;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\188.bmp;1101;684;19.0;104;;;;
106;mo;73;911;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\19.bmp;1023;179;19.0;112;;;;
114;ne;225;764;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\198.bmp;881;339;19.0;117;;;;
108;ne;406;642;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\199.bmp;744;514;25.0;102;;;;
125;ne;228;514;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\2.bmp;635;353;19.0;121;;;;
155;mo;127;659;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\20.bmp;799;282;19.0;140;;;;
78;ly;459;772;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\200.bmp;850;537;19.0;78;;;;
119;mo;317;684;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\202.bmp;828;436;25.0;144;;;;
118;mo;6;497;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\203.bmp;627;124;25.0;130;;;;
132;ne;153;760;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\204.bmp;876;285;19.0;116;;;;
89;ly;189;693;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\204.bmp;772;278;19.0;79;;;;
146;un;607;1040;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\204.bmp;1143;753;19.0;103;;;;
101;rly;291;485;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\205.bmp;585;392;25.0;100;;;;
116;ne;50;919;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\206.bmp;1034;166;27.0;115;;;;
79;rly;115;669;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\207.bmp;775;194;19.0;106;;;;
123;mo;230;619;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\208.bmp;740;353;25.0;121;;;;
106;ne;382;935;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\208.bmp;1045;488;25.0;110;;;;
106;ne;693;531;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\209.bmp;637;799;25.0;106;;;;
127;mo;126;1023;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\21.bmp;1160;253;19.0;137;;;;
113;ne;609;645;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\210.bmp;755;722;25.0;110;;;;
114;mo;322;688;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\211.bmp;797;436;25.0;109;;;;
80;ly;52;1112;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\212.bmp;1199;132;25.0;87;;;;
125;ne;316;792;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\213.bmp;913;441;25.0;121;;;;
106;mo;603;611;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\214.bmp;720;709;27.0;109;;;;
119;ne;419;696;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\215.bmp;818;538;27.0;122;;;;
103;un;488;628;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\216.bmp;731;591;27.0;103;;;;
133;mo;52;144;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\217.bmp;275;185;27.0;131;;;;
129;ne;318;399;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\218.bmp;535;447;25.0;136;;;;
59;target cell;432;294;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\218.bmp;354;491;25.0;60;;;;
124;ne;400;410;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\219.bmp;529;524;27.0;119;;;;
109;mo;234;457;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\22.bmp;569;343;19.0;112;;;;
120;mo;593;791;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\22.bmp;898;713;19.0;107;;;;
119;ne;511;79;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\220.bmp;194;630;25.0;115;;;;
94;mo;136;409;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\221.bmp;498;230;25.0;89;;;;
98;mo;663;283;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\222.bmp;377;761;25.0;94;;;;
110;ne;573;264;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\223.bmp;376;683;25.0;112;;;;
109;ne;518;272;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\224.bmp;383;627;25.0;111;;;;
105;ne;59;312;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\225.bmp;427;164;27.0;115;;;;
115;ne;525;165;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\226.bmp;278;640;25.0;113;;;;
115;ne;85;837;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\227.bmp;955;200;25.0;118;;;;
48;target cell;643;587;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\227.bmp;652;691;25.0;65;;;;
68;target cell;672;1004;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\227.bmp;1072;740;25.0;68;;;;
115;bne;66;982;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\228.bmp;1110;181;25.0;128;;;;
116;ne;75;928;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\229.bmp;1038;191;25.0;110;;;;
120;mo;368;748;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\23.bmp;873;488;19.0;125;;;;
111;mo;397;940;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\23.bmp;1044;508;19.0;104;;;;
81;ly;647;392;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\230.bmp;472;728;25.0;80;;;;
120;ne;267;952;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\231.bmp;1069;387;25.0;117;;;;
117;ne;618;551;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\232.bmp;672;735;27.0;121;;;;
118;ne;77;808;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\233.bmp;935;195;27.0;127;;;;
97;mo;69;630;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\234.bmp;729;166;27.0;99;;;;
123;ne;381;1151;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\235.bmp;1276;504;27.0;125;;;;
118;ne;323;713;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\236.bmp;835;441;25.0;122;;;;
88;ly;401;750;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\237.bmp;841;489;27.0;91;;;;
128;ne;346;100;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\238.bmp;226;474;27.0;126;;;;
83;ly;134;844;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\238.bmp;927;217;27.0;83;;;;
113;mo;430;50;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\239.bmp;162;543;25.0;112;;;;
130;un;642;882;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\239.bmp;985;772;25.0;103;;;;
108;mo;466;912;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\24.bmp;1008;574;19.0;96;;;;
141;mo;20;279;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\240.bmp;415;161;27.0;136;;;;
119;ne;130;99;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\241.bmp;222;249;25.0;123;;;;
75;ba;552;337;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\241.bmp;416;627;25.0;79;;;;
97;mo;254;581;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\242.bmp;695;351;27.0;114;;;;
106;un;694;38;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\242.bmp;219;800;27.0;181;;;;
82;ly;208;448;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\243.bmp;535;290;27.0;87;;;;
115;ne;439;261;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\243.bmp;370;554;27.0;109;;;;
107;mo;310;201;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\244.bmp;307;417;27.0;106;;;;
110;ne;462;182;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\245.bmp;288;572;27.0;106;;;;
74;ly;401;284;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\246.bmp;370;475;25.0;86;;;;
110;ne;389;385;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\247.bmp;496;499;25.0;111;;;;
97;mo;575;539;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\248.bmp;635;672;25.0;96;;;;
114;ne;618;439;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\249.bmp;550;732;25.0;111;;;;
116;ne;808;693;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\249.bmp;809;924;25.0;116;;;;
98;mo;400;636;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\25.bmp;749;498;19.0;113;;;;
84;ly;515;468;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\250.bmp;553;599;25.0;85;;;;
81;ly;146;448;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\251.bmp;531;227;25.0;83;;;;
114;ne;697;945;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\251.bmp;1055;811;25.0;110;;;;
114;ne;253;697;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\252.bmp;812;367;27.0;115;;;;
103;mo;90;791;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\253.bmp;887;193;27.0;96;;;;
106;mo;537;768;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\254.bmp;880;643;27.0;112;;;;
124;ne;304;609;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\255.bmp;734;428;25.0;125;;;;
123;eo;546;302;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\256.bmp;431;669;27.0;129;;;;
103;ly;479;87;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\257.bmp;191;582;25.0;104;;;;
113;ne;192;453;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\258.bmp;569;305;27.0;116;;;;
95;ne;363;342;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\259.bmp;450;458;25.0;108;;;;
146;ne;192;540;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\26.bmp;662;338;19.0;122;;;;
118;ne;475;933;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\26.bmp;1052;593;19.0;119;;;;
110;ne;97;567;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\260.bmp;674;207;27.0;107;;;;
106;ne;163;336;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\261.bmp;445;269;25.0;109;;;;
87;ly;129;521;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\261.bmp;607;216;25.0;86;;;;
111;ne;299;498;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\262.bmp;609;410;19.0;111;;;;
124;ne;443;656;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\263.bmp;783;567;25.0;127;;;;
122;ne;355;438;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\264.bmp;546;477;23.0;108;;;;
90;mo;655;6;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\265.bmp;94;745;23.0;88;;;;
88;ly;690;169;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\266.bmp;255;778;23.0;86;;;;
117;eo;132;766;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\267.bmp;884;249;25.0;118;;;;
88;ly;54;922;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\268.bmp;1001;142;25.0;79;;;;
109;ne;194;772;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\269.bmp;877;303;25.0;105;;;;
157;ne;244;290;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\27.bmp;437;401;19.0;147;;;;
139;ne;275;539;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\27.bmp;660;414;19.0;121;;;;
124;ne;247;1133;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\27.bmp;1253;371;19.0;120;;;;
115;ne;143;848;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\270.bmp;966;258;27.0;118;;;;
129;ne;265;847;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\271.bmp;967;394;19.0;120;;;;
119;ne;580;665;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\272.bmp;782;699;19.0;117;;;;
109;ne;556;618;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\273.bmp;729;665;25.0;111;;;;
261;un;54;994;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\274.bmp;1218;315;27.0;224;;;;
108;mo;568;207;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\275.bmp;323;676;27.0;116;;;;
112;ne;320;164;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\276.bmp;277;432;25.0;113;;;;
